case_id,activity,start_time,end_time,resource
461,Approve loan offer,2025-02-06 09:37:20.602794+00:00,2025-02-06 09:37:20.602794+00:00,2025-02-06 09:42:49.805461+00:00,Appraiser-000001
452,Design loan offer,2025-02-06 09:39:01.952331+00:00,2025-02-06 09:39:01.952331+00:00,2025-02-06 09:41:25.823635+00:00,Clerk-000003
454,Design loan offer,2025-02-06 09:40:59.398935+00:00,2025-02-06 09:40:59.398935+00:00,2025-02-06 09:41:37.715113+00:00,Clerk-000002
456,Check credit history,2025-02-06 09:41:20.381303+00:00,2025-02-06 09:41:20.381303+00:00,2025-02-06 10:08:03.951275+00:00,Loan Officer-000001
452,Approve loan offer,2025-02-06 09:41:25.823635+00:00,2025-02-06 09:41:25.823635+00:00,2025-02-06 09:58:56.162905+00:00,AML Investigator-000001
454,Approve loan offer,2025-02-06 09:41:37.715113+00:00,2025-02-06 09:41:37.715113+00:00,2025-02-06 09:53:43.968902+00:00,Loan Officer-000003
461,Approve application,2025-02-06 09:42:50.079522+00:00,2025-02-06 09:42:50.079522+00:00,2025-02-06 09:43:58.924333+00:00,Clerk-000004
457,Design loan offer,2025-02-06 09:47:27.440826+00:00,2025-02-06 09:47:27.440826+00:00,2025-02-06 09:52:14.981023+00:00,Appraiser-000002
462,AML check,2025-02-06 09:51:24.758450+00:00,2025-02-06 09:51:24.758450+00:00,2025-02-06 10:22:17.074333+00:00,Senior Officer-000001
457,Approve loan offer,2025-02-06 09:52:14.981023+00:00,2025-02-06 09:52:14.981023+00:00,2025-02-06 10:02:28.170639+00:00,Loan Officer-000004
458,Assess loan risk,2025-02-06 09:54:32.640307+00:00,2025-02-06 09:54:32.640307+00:00,2025-02-06 10:07:24.235310+00:00,Loan Officer-000002
452,Cancel application,2025-02-06 09:59:02.015795+00:00,2025-02-06 09:59:02.015796+00:00,2025-02-06 10:00:55.426860+00:00,Clerk-000006
464,Check application form completeness,2025-02-06 10:00:00.000000+00:00,2025-02-06 10:00:00.000000+00:00,2025-02-06 10:07:13.966361+00:00,Clerk-000005
457,Approve application,2025-02-06 10:05:41.436701+00:00,2025-02-06 10:05:41.436701+00:00,2025-02-06 10:06:08.534700+00:00,Clerk-000001
440,AML check,2025-02-06 10:07:08.197241+00:00,2025-02-06 10:07:08.197241+00:00,2025-02-06 10:11:17.263012+00:00,AML Investigator-000002
464,Check credit history,2025-02-06 10:07:13.966361+00:00,2025-02-06 10:07:13.966361+00:00,2025-02-06 10:11:21.735083+00:00,Clerk-000003
458,Design loan offer,2025-02-06 10:07:24.235310+00:00,2025-02-06 10:07:24.235310+00:00,2025-02-06 10:32:07.376742+00:00,Clerk-000002
456,AML check,2025-02-06 10:08:03.951275+00:00,2025-02-06 10:08:03.951275+00:00,2025-02-06 10:10:49.343300+00:00,Appraiser-000001
456,Assess loan risk,2025-02-06 10:10:49.343300+00:00,2025-02-06 10:10:49.343300+00:00,2025-02-06 10:30:31.953098+00:00,Clerk-000004
440,Assess loan risk,2025-02-06 10:11:17.263012+00:00,2025-02-06 10:11:17.263012+00:00,2025-02-06 10:12:46.967784+00:00,Clerk-000008
464,Appraise property,2025-02-06 10:11:21.735083+00:00,2025-02-06 10:11:21.735083+00:00,2025-02-06 10:14:53.402898+00:00,Applicant-000001
440,Design loan offer,2025-02-06 10:12:46.967784+00:00,2025-02-06 10:12:46.967784+00:00,2025-02-06 10:38:02.343649+00:00,Appraiser-000002
464,Assess loan risk,2025-02-06 10:14:53.402898+00:00,2025-02-06 10:14:53.402898+00:00,2025-02-06 10:26:34.599848+00:00,Loan Officer-000003
462,Assess loan risk,2025-02-06 10:22:17.074333+00:00,2025-02-06 10:22:17.074333+00:00,2025-02-06 10:27:41.625458+00:00,Clerk-000007
464,Design loan offer,2025-02-06 10:26:34.599848+00:00,2025-02-06 10:26:34.599848+00:00,2025-02-06 10:30:19.688593+00:00,AML Investigator-000001
465,Check application form completeness,2025-02-06 10:30:00.000000+00:00,2025-02-06 10:30:00.000000+00:00,2025-02-06 10:32:19.745764+00:00,Clerk-000006
464,Approve loan offer,2025-02-06 10:30:19.688593+00:00,2025-02-06 10:30:19.688593+00:00,2025-02-06 10:49:05.497131+00:00,Loan Officer-000004
456,Design loan offer,2025-02-06 10:30:31.953098+00:00,2025-02-06 10:30:31.953098+00:00,2025-02-06 10:36:49.111264+00:00,Clerk-000001
458,Approve loan offer,2025-02-06 10:32:07.376742+00:00,2025-02-06 10:32:07.376742+00:00,2025-02-06 10:48:59.770141+00:00,Senior Officer-000002
465,Check credit history,2025-02-06 10:32:19.745764+00:00,2025-02-06 10:32:19.745764+00:00,2025-02-06 10:41:02.462806+00:00,Clerk-000005
456,Approve loan offer,2025-02-06 10:36:49.111264+00:00,2025-02-06 10:36:49.111264+00:00,2025-02-06 10:54:02.378773+00:00,Loan Officer-000002
440,Approve loan offer,2025-02-06 10:38:02.343649+00:00,2025-02-06 10:38:02.343649+00:00,2025-02-06 10:46:08.286892+00:00,Loan Officer-000001
465,AML check,2025-02-06 10:41:02.462806+00:00,2025-02-06 10:41:02.462806+00:00,2025-02-06 11:07:12.254548+00:00,Appraiser-000001
454,Cancel application,2025-02-06 10:46:28.354569+00:00,2025-02-06 10:46:28.354569+00:00,2025-02-06 10:51:05.711991+00:00,AML Investigator-000002
464,Cancel application,2025-02-06 10:49:28.451931+00:00,2025-02-06 10:49:28.451931+00:00,2025-02-06 10:50:45.369926+00:00,Clerk-000003
458,Approve application,2025-02-06 10:49:29.509593+00:00,2025-02-06 10:49:29.509593+00:00,2025-02-06 10:55:42.453169+00:00,Clerk-000008
440,Approve application,2025-02-06 10:55:23.838797+00:00,2025-02-06 10:55:23.838796+00:00,2025-02-06 10:57:46.659925+00:00,Applicant-000001
455,Reject application,2025-02-06 10:59:37.355087+00:00,2025-02-06 10:59:37.355087+00:00,2025-02-06 11:05:17.241989+00:00,Senior Officer-000001
466,Check application form completeness,2025-02-06 11:00:00.000000+00:00,2025-02-06 11:00:00.000000+00:00,2025-02-06 12:05:50.295799+00:00,Loan Officer-000003
465,Assess loan risk,2025-02-06 11:07:12.254548+00:00,2025-02-06 11:07:12.254548+00:00,2025-02-06 11:20:26.828430+00:00,Clerk-000007
465,Reject application,2025-02-06 11:20:26.828430+00:00,2025-02-06 11:20:26.828430+00:00,2025-02-06 11:24:20.597824+00:00,AML Investigator-000001
467,Check application form completeness,2025-02-06 11:30:02.760421+00:00,2025-02-06 11:30:02.760421+00:00,2025-02-06 11:31:08.691934+00:00,Clerk-000004
467,Check credit history,2025-02-06 11:31:08.691934+00:00,2025-02-06 11:31:08.691934+00:00,2025-02-06 11:36:44.865099+00:00,Clerk-000002
467,AML check,2025-02-06 11:36:44.865099+00:00,2025-02-06 11:36:44.865099+00:00,2025-02-06 11:36:56.319538+00:00,Clerk-000006
467,Assess loan risk,2025-02-06 11:36:56.319538+00:00,2025-02-06 11:36:56.319538+00:00,2025-02-06 11:48:50.036182+00:00,Clerk-000001
467,Design loan offer,2025-02-06 11:48:50.036182+00:00,2025-02-06 11:48:50.036182+00:00,2025-02-06 11:48:50.238130+00:00,Appraiser-000002
467,Approve loan offer,2025-02-06 11:48:50.238130+00:00,2025-02-06 11:48:50.238130+00:00,2025-02-06 11:56:26.415225+00:00,Clerk-000005
467,Approve application,2025-02-06 11:56:26.415513+00:00,2025-02-06 11:56:26.415513+00:00,2025-02-06 11:57:55.886342+00:00,Loan Officer-000001
468,Check application form completeness,2025-02-06 12:00:01.782968+00:00,2025-02-06 12:00:01.782968+00:00,2025-02-06 12:00:45.252770+00:00,Senior Officer-000002
468,Check credit history,2025-02-06 12:00:45.252770+00:00,2025-02-06 12:00:45.252770+00:00,2025-02-06 12:11:17.872256+00:00,Loan Officer-000004
466,Check credit history,2025-02-06 12:05:50.295799+00:00,2025-02-06 12:05:50.295799+00:00,2025-02-06 13:20:30.734110+00:00,Clerk-000003
468,Appraise property,2025-02-06 12:11:17.872256+00:00,2025-02-06 12:11:17.872256+00:00,2025-02-06 12:13:49.062296+00:00,AML Investigator-000002
468,Assess loan risk,2025-02-06 12:13:49.062296+00:00,2025-02-06 12:13:49.062296+00:00,2025-02-06 12:21:30.009026+00:00,Loan Officer-000002
469,Check application form completeness,2025-02-06 12:30:00.374360+00:00,2025-02-06 12:30:00.374360+00:00,2025-02-06 13:35:39.718258+00:00,Clerk-000008
468,Reject application,2025-02-06 12:33:53.990492+00:00,2025-02-06 12:33:53.990492+00:00,2025-02-06 13:17:11.251494+00:00,Applicant-000001
456,Approve application,2025-02-06 13:03:56.234556+00:00,2025-02-06 13:12:00.000000+00:00,2025-02-06 13:12:17.584229+00:00,Senior Officer-000001
466,AML check,2025-02-06 13:20:30.734110+00:00,2025-02-06 13:20:30.734110+00:00,2025-02-06 13:31:10.612759+00:00,Appraiser-000001
471,Check application form completeness,2025-02-06 13:30:00.000000+00:00,2025-02-06 13:30:00.000000+00:00,2025-02-06 13:34:36.244401+00:00,Clerk-000007
466,Assess loan risk,2025-02-06 13:31:10.612759+00:00,2025-02-06 13:31:10.612759+00:00,2025-02-06 13:34:56.470837+00:00,AML Investigator-000001
471,Check credit history,2025-02-06 13:34:36.244401+00:00,2025-02-06 13:34:36.244401+00:00,2025-02-06 13:50:12.297243+00:00,Clerk-000004
469,Check credit history,2025-02-06 13:35:39.718258+00:00,2025-02-06 13:35:39.718258+00:00,2025-02-06 14:24:42.238330+00:00,Clerk-000002
471,Appraise property,2025-02-06 13:50:12.297243+00:00,2025-02-06 13:50:12.297243+00:00,2025-02-06 14:30:15.143449+00:00,Clerk-000006
472,Check application form completeness,2025-02-06 14:00:00.000023+00:00,2025-02-06 14:24:00.000000+00:00,2025-02-06 14:26:48.789325+00:00,Clerk-000001
469,Appraise property,2025-02-06 14:24:42.238330+00:00,2025-02-06 14:24:42.238330+00:00,2025-02-07 09:09:07.402370+00:00,Appraiser-000002
472,Check credit history,2025-02-06 14:26:48.789325+00:00,2025-02-06 14:26:48.789325+00:00,2025-02-06 14:54:12.889501+00:00,Clerk-000005
473,Check application form completeness,2025-02-06 14:30:00.000000+00:00,2025-02-06 14:30:00.000000+00:00,2025-02-06 14:50:25.792805+00:00,Loan Officer-000001
471,Assess loan risk,2025-02-06 14:30:15.143449+00:00,2025-02-06 14:30:15.143449+00:00,2025-02-06 14:40:18.179829+00:00,Senior Officer-000002
471,Design loan offer,2025-02-06 14:40:18.179829+00:00,2025-02-06 14:40:18.179829+00:00,2025-02-06 14:50:41.287740+00:00,Loan Officer-000003
473,Check credit history,2025-02-06 14:50:25.792805+00:00,2025-02-06 14:50:25.792805+00:00,2025-02-06 14:50:29.471313+00:00,Loan Officer-000004
473,Appraise property,2025-02-06 14:50:29.471313+00:00,2025-02-06 14:50:29.471313+00:00,2025-02-07 07:50:59.195009+00:00,AML Investigator-000002
471,Approve loan offer,2025-02-06 14:50:41.287740+00:00,2025-02-06 14:50:41.287740+00:00,2025-02-06 14:52:31.543427+00:00,Loan Officer-000002
471,Cancel application,2025-02-06 14:52:32.862358+00:00,2025-02-06 14:52:32.862358+00:00,2025-02-06 14:57:15.593460+00:00,Senior Officer-000001
472,AML check,2025-02-06 14:54:12.889501+00:00,2025-02-06 14:54:12.889501+00:00,2025-02-07 07:53:10.504660+00:00,Applicant-000001
474,Check application form completeness,2025-02-06 15:00:00.000000+00:00,2025-02-06 15:00:00.000000+00:00,2025-02-07 07:50:55.834174+00:00,Clerk-000003
475,Check application form completeness,2025-02-06 15:30:00.000000+00:00,2025-02-07 07:48:00.000000+00:00,2025-02-07 07:48:22.346960+00:00,Appraiser-000001
470,Check application form completeness,2025-02-06 15:49:45.799438+00:00,2025-02-07 07:48:00.000000+00:00,2025-02-07 07:53:47.807338+00:00,Clerk-000007
462,Reject application,2025-02-07 03:59:01.083767+00:00,2025-02-07 07:48:00.000000+00:00,2025-02-07 07:51:43.605136+00:00,AML Investigator-000001
463,Check application form completeness,2025-02-07 05:13:48.394389+00:00,2025-02-07 07:48:00.000000+00:00,2025-02-07 07:53:44.131054+00:00,Clerk-000008
466,Reject application,2025-02-07 06:50:33.773961+00:00,2025-02-07 07:48:00.000000+00:00,2025-02-07 07:58:38.791783+00:00,Clerk-000004
476,Check application form completeness,2025-02-07 07:00:00.000000+00:00,2025-02-07 07:48:00.000000+00:00,2025-02-07 07:52:43.234738+00:00,Clerk-000002
459,Reject application,2025-02-07 07:28:37.899820+00:00,2025-02-07 07:48:00.000000+00:00,2025-02-07 07:56:29.234610+00:00,Clerk-000001
477,Check application form completeness,2025-02-07 07:30:00.000000+00:00,2025-02-07 07:48:00.000000+00:00,2025-02-07 07:52:09.042582+00:00,Clerk-000006
475,Check credit history,2025-02-07 07:48:22.346960+00:00,2025-02-07 07:48:22.346960+00:00,2025-02-07 07:48:36.569688+00:00,Senior Officer-000002
475,Appraise property,2025-02-07 07:48:36.569688+00:00,2025-02-07 07:48:36.569688+00:00,2025-02-07 07:50:02.970480+00:00,Loan Officer-000001
475,Assess loan risk,2025-02-07 07:50:02.970480+00:00,2025-02-07 07:50:02.970480+00:00,2025-02-07 07:54:47.114667+00:00,Loan Officer-000004
474,Check credit history,2025-02-07 07:50:55.834174+00:00,2025-02-07 07:50:55.834174+00:00,2025-02-07 09:17:30.548910+00:00,Loan Officer-000003
473,Assess loan risk,2025-02-07 07:50:59.195009+00:00,2025-02-07 07:50:59.195009+00:00,2025-02-07 07:57:54.807615+00:00,Loan Officer-000002
477,Return application back to applicant,2025-02-07 07:52:09.042582+00:00,2025-02-07 07:52:09.042582+00:00,2025-02-07 07:53:48.042514+00:00,Clerk-000005
476,Check credit history,2025-02-07 07:52:43.234738+00:00,2025-02-07 07:52:43.234738+00:00,2025-02-07 09:12:22.036784+00:00,Senior Officer-000001
472,Assess loan risk,2025-02-07 07:53:10.504660+00:00,2025-02-07 07:53:10.504660+00:00,2025-02-07 09:06:34.724076+00:00,Appraiser-000001
463,Check credit history,2025-02-07 07:53:44.131054+00:00,2025-02-07 07:53:44.131054+00:00,2025-02-07 07:58:04.292925+00:00,Senior Officer-000002
470,Check credit history,2025-02-07 07:53:47.807338+00:00,2025-02-07 07:53:47.807338+00:00,2025-02-07 09:02:03.964500+00:00,Loan Officer-000001
477,Applicant completes form,2025-02-07 07:53:48.042514+00:00,2025-02-07 07:53:48.042514+00:00,2025-02-07 09:52:01.619658+00:00,Clerk-000003
475,Reject application,2025-02-07 07:54:47.157912+00:00,2025-02-07 07:54:47.157912+00:00,2025-02-07 09:04:13.391968+00:00,AML Investigator-000002
473,Design loan offer,2025-02-07 07:57:54.807615+00:00,2025-02-07 07:57:54.807615+00:00,2025-02-07 07:58:00.570518+00:00,AML Investigator-000001
473,Approve loan offer,2025-02-07 07:58:00.570518+00:00,2025-02-07 07:58:00.570518+00:00,2025-02-07 07:59:54.473137+00:00,Clerk-000006
463,Appraise property,2025-02-07 07:58:04.292925+00:00,2025-02-07 07:58:04.292925+00:00,2025-02-07 09:10:55.464786+00:00,Clerk-000002
473,Cancel application,2025-02-07 07:59:54.783915+00:00,2025-02-07 07:59:54.783914+00:00,2025-02-07 09:00:42.291737+00:00,Applicant-000001
478,Check application form completeness,2025-02-07 08:00:00.000000+00:00,2025-02-07 08:00:00.000000+00:00,2025-02-07 09:14:08.823689+00:00,Clerk-000008
479,Check application form completeness,2025-02-07 08:30:00.000000+00:00,2025-02-07 09:00:00.000000+00:00,2025-02-07 09:01:23.980231+00:00,Clerk-000007
480,Check application form completeness,2025-02-07 09:00:00.071172+00:00,2025-02-07 09:00:00.071172+00:00,2025-02-07 09:00:14.736174+00:00,Clerk-000005
480,Check credit history,2025-02-07 09:00:14.736174+00:00,2025-02-07 09:00:14.736174+00:00,2025-02-07 09:27:46.733491+00:00,Loan Officer-000004
479,Check credit history,2025-02-07 09:01:23.980231+00:00,2025-02-07 09:01:23.980231+00:00,2025-02-07 09:01:51.583423+00:00,Clerk-000001
479,Appraise property,2025-02-07 09:01:51.583423+00:00,2025-02-07 09:01:51.583423+00:00,2025-02-07 09:32:31.401087+00:00,Loan Officer-000002
470,AML check,2025-02-07 09:02:03.964500+00:00,2025-02-07 09:02:03.964500+00:00,2025-02-07 09:02:43.123226+00:00,AML Investigator-000001
470,Assess loan risk,2025-02-07 09:02:43.123226+00:00,2025-02-07 09:02:43.123226+00:00,2025-02-07 09:11:06.954652+00:00,Senior Officer-000002
469,Assess loan risk,2025-02-07 09:09:07.402370+00:00,2025-02-07 09:09:07.402370+00:00,2025-02-07 09:12:52.756838+00:00,Clerk-000004
463,Assess loan risk,2025-02-07 09:10:55.464786+00:00,2025-02-07 09:10:55.464786+00:00,2025-02-07 09:30:15.349401+00:00,Clerk-000006
470,Design loan offer,2025-02-07 09:11:06.954652+00:00,2025-02-07 09:11:06.954652+00:00,2025-02-07 09:13:32.791013+00:00,Clerk-000005
476,Appraise property,2025-02-07 09:12:22.036784+00:00,2025-02-07 09:12:22.036784+00:00,2025-02-07 09:52:13.736971+00:00,Applicant-000001
469,Design loan offer,2025-02-07 09:12:52.756838+00:00,2025-02-07 09:12:52.756838+00:00,2025-02-07 09:16:46.942746+00:00,Clerk-000007
470,Approve loan offer,2025-02-07 09:13:32.791013+00:00,2025-02-07 09:13:32.791013+00:00,2025-02-07 09:29:12.218771+00:00,Clerk-000001
478,Check credit history,2025-02-07 09:14:08.823689+00:00,2025-02-07 09:14:08.823689+00:00,2025-02-07 09:20:02.836058+00:00,Loan Officer-000001
469,Approve loan offer,2025-02-07 09:16:46.942746+00:00,2025-02-07 09:16:46.942746+00:00,2025-02-07 09:24:13.179935+00:00,AML Investigator-000001
474,AML check,2025-02-07 09:17:30.548910+00:00,2025-02-07 09:17:30.548910+00:00,2025-02-07 09:17:51.418493+00:00,AML Investigator-000002
474,Assess loan risk,2025-02-07 09:17:51.418493+00:00,2025-02-07 09:17:51.418493+00:00,2025-02-07 09:19:51.468796+00:00,Appraiser-000001
474,Design loan offer,2025-02-07 09:19:51.468796+00:00,2025-02-07 09:19:51.468796+00:00,2025-02-07 09:19:54.018167+00:00,Appraiser-000002
474,Approve loan offer,2025-02-07 09:19:54.018167+00:00,2025-02-07 09:19:54.018167+00:00,2025-02-07 09:37:33.885307+00:00,Clerk-000002
478,AML check,2025-02-07 09:20:02.836058+00:00,2025-02-07 09:20:02.836058+00:00,2025-02-07 09:24:35.714726+00:00,Senior Officer-000002
469,Cancel application,2025-02-07 09:24:13.180007+00:00,2025-02-07 09:24:13.180007+00:00,2025-02-07 09:27:54.522848+00:00,Senior Officer-000001
478,Assess loan risk,2025-02-07 09:24:35.714726+00:00,2025-02-07 09:24:35.714726+00:00,2025-02-07 09:43:23.477054+00:00,Clerk-000004
480,Appraise property,2025-02-07 09:27:46.733491+00:00,2025-02-07 09:27:46.733491+00:00,2025-02-07 09:27:58.596246+00:00,Clerk-000005
480,Assess loan risk,2025-02-07 09:27:58.596246+00:00,2025-02-07 09:27:58.596246+00:00,2025-02-07 09:35:37.390173+00:00,Clerk-000008
481,Check application form completeness,2025-02-07 09:30:00.006758+00:00,2025-02-07 09:30:00.006758+00:00,2025-02-07 09:33:39.686885+00:00,Clerk-000007
463,Design loan offer,2025-02-07 09:30:15.349401+00:00,2025-02-07 09:30:15.349401+00:00,2025-02-07 09:31:10.398431+00:00,Loan Officer-000003
463,Approve loan offer,2025-02-07 09:31:10.398431+00:00,2025-02-07 09:31:10.398431+00:00,2025-02-07 09:48:11.626238+00:00,AML Investigator-000002
479,Assess loan risk,2025-02-07 09:32:31.401087+00:00,2025-02-07 09:32:31.401087+00:00,2025-02-07 09:45:28.996687+00:00,Appraiser-000001
481,Check credit history,2025-02-07 09:33:39.686885+00:00,2025-02-07 09:33:39.686885+00:00,2025-02-07 09:49:45.772273+00:00,Appraiser-000002
480,Reject application,2025-02-07 09:35:37.393833+00:00,2025-02-07 09:35:37.393833+00:00,2025-02-07 09:46:42.234323+00:00,Loan Officer-000001
474,Approve application,2025-02-07 09:38:11.870517+00:00,2025-02-07 09:38:11.870517+00:00,2025-02-07 09:42:46.911412+00:00,AML Investigator-000001
478,Design loan offer,2025-02-07 09:43:23.477054+00:00,2025-02-07 09:43:23.477054+00:00,2025-02-07 09:51:39.095178+00:00,Senior Officer-000002
479,Reject application,2025-02-07 09:45:28.996687+00:00,2025-02-07 09:45:28.996687+00:00,2025-02-07 09:48:31.051593+00:00,Loan Officer-000004
472,Reject application,2025-02-07 09:48:37.431878+00:00,2025-02-07 09:48:37.431878+00:00,2025-02-07 09:58:26.040097+00:00,Senior Officer-000001
481,AML check,2025-02-07 09:49:45.772273+00:00,2025-02-07 09:49:45.772273+00:00,2025-02-07 10:08:46.661461+00:00,Clerk-000005
478,Approve loan offer,2025-02-07 09:51:39.095178+00:00,2025-02-07 09:51:39.095178+00:00,2025-02-07 10:07:13.631101+00:00,Clerk-000001
463,Cancel application,2025-02-07 09:51:58.373234+00:00,2025-02-07 09:51:58.373234+00:00,2025-02-07 09:53:13.373998+00:00,Clerk-000006
476,Assess loan risk,2025-02-07 09:52:13.736971+00:00,2025-02-07 09:52:13.736971+00:00,2025-02-07 09:53:42.594163+00:00,Loan Officer-000003
476,Design loan offer,2025-02-07 09:53:42.594163+00:00,2025-02-07 09:53:42.594163+00:00,2025-02-07 09:59:14.888388+00:00,Loan Officer-000002
476,Approve loan offer,2025-02-07 09:59:14.888388+00:00,2025-02-07 09:59:14.888388+00:00,2025-02-07 09:59:55.891695+00:00,Clerk-000007
476,Approve application,2025-02-07 09:59:55.891698+00:00,2025-02-07 09:59:55.891698+00:00,2025-02-07 10:04:04.183567+00:00,Clerk-000008
